PXD,SampleGroup,ReferencePXD,SourceProteinID,IdentifierType,MappedBaseAccessions,IsDdr
PXD033146,pathological rotator cuff tendon,PXD033146,O43837,UniProtKB,O43837,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O43852,UniProtKB,O43852,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O43854,UniProtKB,O43854,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O43865,UniProtKB,O43865,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O43866,UniProtKB,O43866,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O43920,UniProtKB,O43920,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60216,UniProtKB,O60216,TRUE
PXD033146,pathological rotator cuff tendon,PXD033146,O60220,UniProtKB,O60220,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60234,UniProtKB,O60234,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60238,UniProtKB,O60238,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60240,UniProtKB,O60240,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60256,UniProtKB,O60256,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60264,UniProtKB,O60264,TRUE
PXD033146,pathological rotator cuff tendon,PXD033146,O60271,UniProtKB,O60271,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60313,UniProtKB,O60313,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60343,UniProtKB,O60343,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60361,UniProtKB,O60361,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60437,UniProtKB,O60437,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60462,UniProtKB,O60462,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60488,UniProtKB,O60488,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60493,UniProtKB,O60493,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60496,UniProtKB,O60496,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60504,UniProtKB,O60504,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60506,UniProtKB,O60506,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60547,UniProtKB,O60547,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60568,UniProtKB,O60568,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60603,UniProtKB,O60603,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60610,UniProtKB,O60610,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60613,UniProtKB,O60613,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60645,UniProtKB,O60645,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60662,UniProtKB,O60662,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60664,UniProtKB,O60664,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60678,UniProtKB,O60678,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60684,UniProtKB,O60684,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60687,UniProtKB,O60687,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60701,UniProtKB,O60701,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60711,UniProtKB,O60711,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60716,UniProtKB,O60716,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60739,UniProtKB,O60739,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60749,UniProtKB,O60749,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60763,UniProtKB,O60763,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60784,UniProtKB,O60784,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60812,UniProtKB,O60812,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60814,UniProtKB,O60814,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60826,UniProtKB,O60826,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60831,UniProtKB,O60831,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60832,UniProtKB,O60832,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60841,UniProtKB,O60841,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60861,UniProtKB,O60861,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60869,UniProtKB,O60869,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60879,UniProtKB,O60879,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60884,UniProtKB,O60884,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60885,UniProtKB,O60885,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60888,UniProtKB,O60888,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60907,UniProtKB,O60907,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60925,UniProtKB,O60925,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60936,UniProtKB,O60936,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O60938,UniProtKB,O60938,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75023,UniProtKB,O75023,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75027,UniProtKB,O75027,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75030,UniProtKB,O75030,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75044,UniProtKB,O75044,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75069,UniProtKB,O75069,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75083,UniProtKB,O75083,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75112,UniProtKB,O75112,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75116,UniProtKB,O75116,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75131,UniProtKB,O75131,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75145,UniProtKB,O75145,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75153,UniProtKB,O75153,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75155,UniProtKB,O75155,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75165,UniProtKB,O75165,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75179,UniProtKB,O75179,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75208,UniProtKB,O75208,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75223,UniProtKB,O75223,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75306,UniProtKB,O75306,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75312,UniProtKB,O75312,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75323,UniProtKB,O75323,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75334,UniProtKB,O75334,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75335,UniProtKB,O75335,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75339,UniProtKB,O75339,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75340,UniProtKB,O75340,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75347,UniProtKB,O75347,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75348,UniProtKB,O75348,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75351,UniProtKB,O75351,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75367,UniProtKB,O75367,TRUE
PXD033146,pathological rotator cuff tendon,PXD033146,O75368,UniProtKB,O75368,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75369,UniProtKB,O75369,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75380,UniProtKB,O75380,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75382,UniProtKB,O75382,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75390,UniProtKB,O75390,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75396,UniProtKB,O75396,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75400,UniProtKB,O75400,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75410,UniProtKB,O75410,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75431,UniProtKB,O75431,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75436,UniProtKB,O75436,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75439,UniProtKB,O75439,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75462,UniProtKB,O75462,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75475,UniProtKB,O75475,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75477,UniProtKB,O75477,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75487,UniProtKB,O75487,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75489,UniProtKB,O75489,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75494,UniProtKB,O75494,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75506,UniProtKB,O75506,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75521,UniProtKB,O75521,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75525,UniProtKB,O75525,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75531,UniProtKB,O75531,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75533,UniProtKB,O75533,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75534,UniProtKB,O75534,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75569,UniProtKB,O75569,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75592,UniProtKB,O75592,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75596,UniProtKB,O75596,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75604,UniProtKB,O75604,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75607,UniProtKB,O75607,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75608,UniProtKB,O75608,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75636,UniProtKB,O75636,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75643,UniProtKB,O75643,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75663,UniProtKB,O75663,TRUE
PXD033146,pathological rotator cuff tendon,PXD033146,O75694,UniProtKB,O75694,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75695,UniProtKB,O75695,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75718,UniProtKB,O75718,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75746,UniProtKB,O75746,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75781,UniProtKB,O75781,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75821,UniProtKB,O75821,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75822,UniProtKB,O75822,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75828,UniProtKB,O75828,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75832,UniProtKB,O75832,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75844,UniProtKB,O75844,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75874,UniProtKB,O75874,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75882,UniProtKB,O75882,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75886,UniProtKB,O75886,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75888,UniProtKB,O75888,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75915,UniProtKB,O75915,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75923,UniProtKB,O75923,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75935,UniProtKB,O75935,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75937,UniProtKB,O75937,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75947,UniProtKB,O75947,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75955,UniProtKB,O75955,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O75964,UniProtKB,O75964,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76003,UniProtKB,O76003,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76024,UniProtKB,O76024,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76031,UniProtKB,O76031,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76054,UniProtKB,O76054,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76070,UniProtKB,O76070,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76074,UniProtKB,O76074,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76076,UniProtKB,O76076,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O76094,UniProtKB,O76094,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94760,UniProtKB,O94760,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94769,UniProtKB,O94769,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94776,UniProtKB,O94776,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94808,UniProtKB,O94808,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94811,UniProtKB,O94811,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94813,UniProtKB,O94813,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94826,UniProtKB,O94826,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94832,UniProtKB,O94832,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94855,UniProtKB,O94855,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94874,UniProtKB,O94874,TRUE
PXD033146,pathological rotator cuff tendon,PXD033146,O94875,UniProtKB,O94875,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94885,UniProtKB,O94885,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94888,UniProtKB,O94888,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94901,UniProtKB,O94901,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94903,UniProtKB,O94903,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94905,UniProtKB,O94905,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94911,UniProtKB,O94911,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94919,UniProtKB,O94919,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94925,UniProtKB,O94925,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94973,UniProtKB,O94973,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94979,UniProtKB,O94979,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O94985,UniProtKB,O94985,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95070,UniProtKB,O95070,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95104,UniProtKB,O95104,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95139,UniProtKB,O95139,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95140,UniProtKB,O95140,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95159,UniProtKB,O95159,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95168,UniProtKB,O95168,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95171,UniProtKB,O95171,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95182,UniProtKB,O95182,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95197,UniProtKB,O95197,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95202,UniProtKB,O95202,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95208,UniProtKB,O95208,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95210,UniProtKB,O95210,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95218,UniProtKB,O95218,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95219,UniProtKB,O95219,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95232,UniProtKB,O95232,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95260,UniProtKB,O95260,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95292,UniProtKB,O95292,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95295,UniProtKB,O95295,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95298,UniProtKB,O95298,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95299,UniProtKB,O95299,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95302,UniProtKB,O95302,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95319,UniProtKB,O95319,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95336,UniProtKB,O95336,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95340,UniProtKB,O95340,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95352,UniProtKB,O95352,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95359,UniProtKB,O95359,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95372,UniProtKB,O95372,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95373,UniProtKB,O95373,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95376,UniProtKB,O95376,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95394,UniProtKB,O95394,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95396,UniProtKB,O95396,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95399,UniProtKB,O95399,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95425,UniProtKB,O95425,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95433,UniProtKB,O95433,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95445,UniProtKB,O95445,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95450,UniProtKB,O95450,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95456,UniProtKB,O95456,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95466,UniProtKB,O95466,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95479,UniProtKB,O95479,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95486,UniProtKB,O95486,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95487,UniProtKB,O95487,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95571,UniProtKB,O95571,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95573,UniProtKB,O95573,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95613,UniProtKB,O95613,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95631,UniProtKB,O95631,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95644,UniProtKB,O95644,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95670,UniProtKB,O95670,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95671,UniProtKB,O95671,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95741,UniProtKB,O95741,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95747,UniProtKB,O95747,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95749,UniProtKB,O95749,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95758,UniProtKB,O95758,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95777,UniProtKB,O95777,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95782,UniProtKB,O95782,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95793,UniProtKB,O95793,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95810,UniProtKB,O95810,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95816,UniProtKB,O95816,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95817,UniProtKB,O95817,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95831,UniProtKB,O95831,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95834,UniProtKB,O95834,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95861,UniProtKB,O95861,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95865,UniProtKB,O95865,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95881,UniProtKB,O95881,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95967,UniProtKB,O95967,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95980,UniProtKB,O95980,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O95989,UniProtKB,O95989,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O96000,UniProtKB,O96000,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O96006,UniProtKB,O96006,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O96007,UniProtKB,O96007,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O96008,UniProtKB,O96008,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,O96019,UniProtKB,O96019,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00167,UniProtKB,P00167,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00325,UniProtKB,P00325,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00338,UniProtKB,P00338,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00352,UniProtKB,P00352,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00367,UniProtKB,P00367,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00387,UniProtKB,P00387,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00390,UniProtKB,P00390,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00403,UniProtKB,P00403,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00414,UniProtKB,P00414,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00441,UniProtKB,P00441,FALSE
PXD033146,pathological rotator cuff tendon,PXD033146,P00450,UniProtKB,P00450,FALSE
